event_id,name,event_type,critical_issues,boroughs_reported,start_local,end_local,tz_local,start_utc,end_utc,duration_hours_reported,window_hours_used,subhourly_snapped,unit,wind_peak_ms,wind_mean_ms,wind_peak_cellmax_ms,precip_total_mm,precip_peak_rate_mmh,precip_peak_rate_cellmax_mmh,n_hours_wind,n_hours_precip,status
SW2972,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-07 17:00,2023-07-10 09:00,EDT,2023-07-07 21:00,2023-07-10 13:00,64,64,FALSE,ALL NYC,3.745,2.086,3.771,14.854,3.021,3.152,65,64,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,Brooklyn,6.048,3.04,6.048,44.081,4.186,4.186,96,95,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,Queens,6.184,3.091,6.201,48.238,4.513,4.653,96,95,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,Manhattan,5.087,2.24,5.087,46.246,3.959,4.141,96,95,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,Bronx,5.037,2.184,5.037,48.7,4.547,4.576,96,95,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,Staten Island,5.263,2.611,5.263,40.146,3.459,3.459,96,95,ok
SW2973,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Air Quality","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-13 09:00,2023-07-17 08:00,EDT,2023-07-13 13:00,2023-07-17 12:00,95,95,FALSE,ALL NYC,5.709,2.792,5.736,45.676,3.986,4.267,96,95,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,Brooklyn,6.576,2.759,6.579,54.792,9.094,9.094,230,229,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,Queens,6.475,2.781,6.486,52.137,8.506,8.506,230,229,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,Manhattan,5.432,2.251,5.432,57.793,10.391,10.391,230,229,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,Bronx,5.148,2.175,5.16,57.281,10.287,10.287,230,229,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,Staten Island,6.134,2.477,6.134,60.498,10.499,10.499,230,229,ok
SW2974,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-20 08:00,2023-07-29 21:00,EDT,2023-07-20 12:00,2023-07-30 01:00,229,229,FALSE,ALL NYC,6.15,2.591,6.17,55.486,9.417,9.417,230,229,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,Brooklyn,6.576,3.328,6.579,14.111,6.352,6.352,83,82,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,Queens,6.475,3.323,6.486,12.536,5.829,5.829,83,82,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,Manhattan,5.432,2.679,5.432,12.864,5.214,5.215,83,82,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,Bronx,5.148,2.569,5.16,12.189,4.888,4.888,83,82,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,Staten Island,6.134,3.026,6.134,15.496,6.506,6.506,83,82,ok
SW2975,Extreme Heat Emergency,Extreme Heat,Extreme Heat,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-07-26 11:00,2023-07-29 21:00,EDT,2023-07-26 15:00,2023-07-30 01:00,82,82,FALSE,ALL NYC,6.15,3.11,6.17,13.423,5.891,5.891,83,82,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,Brooklyn,6.576,3.406,6.579,14.109,6.352,6.352,78,77,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,Queens,6.475,3.4,6.486,12.534,5.829,5.829,78,77,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,Manhattan,5.432,2.735,5.432,12.862,5.214,5.215,78,77,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,Bronx,5.148,2.622,5.16,12.188,4.888,4.888,78,77,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,Staten Island,6.134,3.096,6.134,15.495,6.506,6.506,78,77,ok
SW2976,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-07-26 16:00,2023-07-29 21:00,EDT,2023-07-26 20:00,2023-07-30 01:00,77,77,FALSE,ALL NYC,6.15,3.182,6.17,13.421,5.891,5.891,78,77,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,Brooklyn,6.288,4.453,6.288,30.014,4.686,4.686,46,45,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,Queens,6.614,4.511,6.614,32.01,5.359,5.359,46,45,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,Manhattan,5.193,3.501,5.193,35.026,5.062,5.062,46,45,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,Bronx,5.208,3.384,5.208,36.658,5.539,5.539,46,45,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,Staten Island,5.816,3.853,5.816,28.875,3.642,3.883,46,45,ok
SW2977,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-06 16:00,2023-08-08 13:00,EDT,2023-08-06 20:00,2023-08-08 17:00,45,45,FALSE,ALL NYC,5.954,4.134,6.078,31.866,4.882,4.928,46,45,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,Brooklyn,3.695,2.726,3.727,21.166,4.421,4.421,41,40,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,Queens,4.035,2.839,4.056,19.683,5.554,5.554,41,40,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,Manhattan,2.942,2.2,2.972,20.237,5.387,5.387,41,40,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,Bronx,2.948,2.172,2.988,19.206,6.188,6.188,41,40,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,Staten Island,3.343,2.328,3.343,22.486,4.719,4.719,41,40,ok
SW2978,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-08-09 18:00,2023-08-11 10:00,EDT,2023-08-09 22:00,2023-08-11 14:00,40,40,FALSE,ALL NYC,3.44,2.572,3.61,20.527,4.964,5.214,41,40,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,Brooklyn,4.223,2.553,4.501,24.216,5.041,5.041,51,50,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,Queens,3.827,2.41,4.194,23.557,4.677,4.699,51,50,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,Manhattan,3.522,2.014,3.568,24.204,4.473,4.694,51,50,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,Bronx,3.618,1.949,3.654,23.648,4.807,4.824,51,50,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,Staten Island,4.407,2.413,4.407,24.501,4.99,5.046,51,50,ok
SW2979,Flash Flood Emergency,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-08-13 16:00,2023-08-15 18:00,EDT,2023-08-13 20:00,2023-08-15 22:00,50,50,FALSE,ALL NYC,3.855,2.345,4.171,23.953,4.727,4.853,51,50,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,Brooklyn,7.401,4.565,7.401,51.791,3.534,3.688,73,72,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,Queens,7.307,4.697,7.327,67.4,5.746,5.851,73,72,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,Manhattan,5.574,3.555,5.574,55.264,3.984,4.034,73,72,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,Bronx,5.234,3.451,5.234,63.467,5.548,5.548,73,72,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,Staten Island,6.585,3.887,6.585,37.968,2.96,2.96,73,72,ok
SW2980,Flash Flood and Severe Storm,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-28 00:00,2023-09-30 23:59,EDT,2023-09-28 04:00,2023-10-01 04:00,71.9833,72,FALSE,ALL NYC,6.762,4.248,6.769,56.792,4.058,4.621,73,72,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,Brooklyn,6.908,2.869,6.908,14.633,3.29,3.474,145,144,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,Queens,6.544,2.926,6.581,13.581,2.93,2.934,145,144,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,Manhattan,5.535,2.339,5.535,18.265,4.357,4.357,145,144,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,Bronx,5.092,2.276,5.092,18.769,4.592,4.592,145,144,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,Staten Island,6.402,2.515,6.402,19.647,5.521,5.521,145,144,ok
SW2981,Subway Flooding,Tidal Flooding,Flash Flooding,"Manhattan, Bronx, Brooklyn, Queens, Staten Island",2025-07-13 00:00,2025-07-18 23:59,EDT,2025-07-13 04:00,2025-07-19 04:00,143.983,144,FALSE,ALL NYC,6.315,2.697,6.329,16.06,3.675,3.885,145,144,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,Brooklyn,6.501,3.577,6.501,47.837,9.428,9.428,49,48,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,Queens,6.727,3.636,6.727,39.601,7.358,7.367,49,48,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,Manhattan,5.382,3.06,5.382,37.667,4.489,4.676,49,48,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,Bronx,5.268,3.053,5.268,32.048,3.587,3.679,49,48,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,Staten Island,5.678,3.18,5.688,53.319,8.987,8.987,49,48,ok
SW2982,Flash Flood,Thunderstorms,Flash Flooding,"Staten Island, Queens, Brooklyn, Bronx, Manhattan",2025-07-31 00:00,2025-08-01 23:59,EDT,2025-07-31 04:00,2025-08-02 04:00,47.9833,48,FALSE,ALL NYC,6.166,3.408,6.168,42.833,7.244,7.391,49,48,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,Brooklyn,8.044,5.479,8.149,56.404,3.481,3.481,94,93,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,Queens,8.15,5.526,8.168,57.753,3.464,3.496,94,93,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,Manhattan,6.581,4.331,6.581,59.372,3.015,3.271,94,93,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,Bronx,6.403,4.151,6.403,59.751,3.032,3.352,94,93,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,Staten Island,7.389,4.823,7.389,55.56,3.251,3.253,94,93,ok
SW2983,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-21 17:00,2023-09-25 14:00,EDT,2023-09-21 21:00,2023-09-25 18:00,93,93,FALSE,ALL NYC,7.555,5.094,7.64,57.459,3.313,3.407,94,93,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,Brooklyn,7.401,5.23,7.401,29.157,3.534,3.688,31,30,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,Queens,7.307,5.416,7.327,43.976,5.746,5.851,31,30,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,Manhattan,5.574,4.109,5.574,35.746,3.984,4.034,31,30,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,Bronx,5.234,4.01,5.234,44.038,5.548,5.548,31,30,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,Staten Island,6.585,4.421,6.585,16.925,2.313,2.313,31,30,ok
SW2984,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-09-29 06:00,2023-09-30 12:00,EDT,2023-09-29 10:00,2023-09-30 16:00,30,30,FALSE,ALL NYC,6.762,4.884,6.769,34.872,4.058,4.499,31,30,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,Brooklyn,6.703,3.113,6.703,25.533,3.606,3.606,65,64,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,Queens,6.795,3.207,6.921,28.661,5.664,5.664,65,64,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,Manhattan,5.765,2.464,5.765,26.65,3.655,3.655,65,64,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,Bronx,5.725,2.399,5.75,28.698,4.88,4.88,65,64,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,Staten Island,5.686,2.68,5.848,23.251,4.254,4.254,65,64,ok
SW2985,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Manhattan, Bronx, Brooklyn, Queens, Staten Island",2023-10-05 16:30,2023-10-08 08:00,EDT,2023-10-05 20:00,2023-10-08 12:00,63.5,64,FALSE,ALL NYC,6.274,2.913,6.411,26.771,4.039,4.657,65,64,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,Brooklyn,8.765,6.277,8.778,28.088,5.697,5.697,19,18,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,Queens,8.853,6.438,8.854,26.449,5.134,5.134,19,18,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,Manhattan,6.63,4.806,6.63,28.185,5.029,5.029,19,18,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,Bronx,6.336,4.669,6.336,27.071,4.596,4.596,19,18,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,Staten Island,7.581,5.262,7.581,31.045,5.974,5.974,19,18,ok
SW2986,Flash Flood Emergency,Tidal Flooding,"Coastal Flooding, Flash Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-11-21 16:30,2023-11-22 10:00,EST,2023-11-21 21:00,2023-11-22 15:00,17.5,18,FALSE,ALL NYC,8.032,5.8,8.064,27.919,5.337,5.337,19,18,ok
SW2987,Flash Flood Emergency,Tidal Flooding,"Flash Flooding, Coastal Flooding","Staten Island, Queens, Brooklyn, Bronx, Manhattan",2023-12-07 16:00,2023-12-11 13:00,EST,2023-12-07 21:00,2023-12-11 18:00,93,93,FALSE,Brooklyn,9.175,3.436,9.175,42.223,5.179,5.182,94,93,ok
